cc_number,intersects,distance_to_nearest_block,nearest_block
23g00125,TRUE,NA,NA
23g00127,TRUE,NA,NA
23g00147,TRUE,NA,NA
23g00104,TRUE,NA,NA
23g00074,TRUE,NA,NA
23e01631,TRUE,NA,NA
23e00861,TRUE,NA,NA
23e05395,FALSE,0,3700 dolfield ave
23e05725,FALSE,25.660756301987238,1100 e northern pkwy
23e05743,TRUE,NA,NA
23e05974,TRUE,NA,NA
23e04429,TRUE,NA,NA
23e01948,TRUE,NA,NA
23e01949,TRUE,NA,NA
23e01835,TRUE,NA,NA
23e01962,TRUE,NA,NA
23e01985,TRUE,NA,NA
23e02277,TRUE,NA,NA
23e04556,TRUE,NA,NA
23e03597,TRUE,NA,NA
23e03945,TRUE,NA,NA
23e02379,TRUE,NA,NA
23f07643,TRUE,NA,NA
23f07765,TRUE,NA,NA
23f07767,TRUE,NA,NA
23f07481,TRUE,NA,NA
23e05899,TRUE,NA,NA
23e05902,TRUE,NA,NA
23e05953,TRUE,NA,NA
23e04031,TRUE,NA,NA
23e07311,TRUE,NA,NA
23e07771,FALSE,103.1973783242141,1400 leadenhall st
23e07779,TRUE,NA,NA
23e08546,FALSE,26.866000619553503,200 e gittings st
23e07959,TRUE,NA,NA
23e07961,TRUE,NA,NA
23e07970,TRUE,NA,NA
23e03014,FALSE,61.43968257171847,100 w heath st
23e03026,TRUE,NA,NA
23i04375,TRUE,NA,NA
23i04395,TRUE,NA,NA
23i04495,TRUE,NA,NA
23i04503,FALSE,24.006227842050535,100 w barney st
23i04897,TRUE,NA,NA
23i04869,TRUE,NA,NA
23e02092,TRUE,NA,NA
23e02138,TRUE,NA,NA
23e02494,TRUE,NA,NA
23f07612,TRUE,NA,NA
23f07682,FALSE,13.137401896192461,900 stoll st
23f07619,FALSE,202.06709075046706,3400 dolfield ave
23f07634,TRUE,NA,NA
23f07778,TRUE,NA,NA
23e03890,TRUE,NA,NA
23e03958,TRUE,NA,NA
23e04098,TRUE,NA,NA
23e07974,TRUE,NA,NA
23e11218,FALSE,245.33831741668217,2400 fleetwood ave
23e08005,TRUE,NA,NA
23e08011,TRUE,NA,NA
23f01087,TRUE,NA,NA
23f01092,TRUE,NA,NA
23i03281,TRUE,NA,NA
23i03282,TRUE,NA,NA
23i03285,TRUE,NA,NA
23i03286,TRUE,NA,NA
23i03287,TRUE,NA,NA
23i03288,FALSE,136.38284503676172,0 w west st
23i03293,TRUE,NA,NA
23i03466,TRUE,NA,NA
23i02948,FALSE,0,20 pierside dr
23i03058,TRUE,NA,NA
23f01864,TRUE,NA,NA
23e02083,TRUE,NA,NA
23e02258,TRUE,NA,NA
23g00745,TRUE,NA,NA
23f07789,FALSE,20.88880897915327,2600 lovegrove st
23g01633,TRUE,NA,NA
23f01098,TRUE,NA,NA
23e03142,TRUE,NA,NA
23e01508,TRUE,NA,NA
23e00995,TRUE,NA,NA
23e01103,TRUE,NA,NA
23e02876,TRUE,NA,NA
23e02221,TRUE,NA,NA
23e02685,FALSE,35.98899080657099,1300 n calvert st
23e02495,TRUE,NA,NA
23e04689,TRUE,NA,NA
23e04364,TRUE,NA,NA
23f09896,TRUE,NA,NA
23f09722,TRUE,NA,NA
23f09530,TRUE,NA,NA
23g01907,FALSE,1.9566932354864688,2100 bank st
23g00267,TRUE,NA,NA
23g00118,TRUE,NA,NA
23g00121,TRUE,NA,NA
23g00136,TRUE,NA,NA
23e03553,TRUE,NA,NA
23e02169,TRUE,NA,NA
23e02170,TRUE,NA,NA
23e03230,TRUE,NA,NA
23e02488,TRUE,NA,NA
23e01014,TRUE,NA,NA
23e05439,TRUE,NA,NA
23e05442,TRUE,NA,NA
23e05448,FALSE,11.14288751055446,500 s east ave
23e04982,TRUE,NA,NA
23e03444,TRUE,NA,NA
23f09320,TRUE,NA,NA
23f09454,TRUE,NA,NA
23f09325,TRUE,NA,NA
23f09496,TRUE,NA,NA
23g00210,TRUE,NA,NA
23g00212,TRUE,NA,NA
23e02197,TRUE,NA,NA
23e02153,TRUE,NA,NA
23e02156,TRUE,NA,NA
23e02157,FALSE,6.352521455557836,800 n streeper st
23e02233,TRUE,NA,NA
23e02234,TRUE,NA,NA
23e02128,FALSE,79.33651647235946,2500 tolley st
23e05411,TRUE,NA,NA
23e05615,TRUE,NA,NA
23e05042,FALSE,14.233895113315935,5800 radecke ave
23e08080,TRUE,NA,NA
23e07630,TRUE,NA,NA
23e02570,TRUE,NA,NA
23e02745,TRUE,NA,NA
23e06752,TRUE,NA,NA
23f07356,TRUE,NA,NA
23g01584,FALSE,57.26850420660316,1200 henry st
23g01587,FALSE,511.49311180412866,5600 woodmont ave
23f09097,FALSE,1.4455873113040816,200 homewood terr
23f09162,TRUE,NA,NA
23f07848,TRUE,NA,NA
23e01429,TRUE,NA,NA
23e07089,TRUE,NA,NA
23e01627,FALSE,3.325570561950284,100 parkin st
23e02401,TRUE,NA,NA
23e02824,TRUE,NA,NA
23e02836,TRUE,NA,NA
23e02987,TRUE,NA,NA
23e02994,FALSE,4.812164981915731,1100 n parrish st
23e05153,TRUE,NA,NA
23f08647,TRUE,NA,NA
23f07821,TRUE,NA,NA
23f07801,TRUE,NA,NA
23g01718,TRUE,NA,NA
23g01450,FALSE,16.3540816357156,0 e montgomery st
23g01740,TRUE,NA,NA
23g01741,TRUE,NA,NA
23e03000,TRUE,NA,NA
23e03339,FALSE,42.13060926921652,0 s stricker st
23e09927,TRUE,NA,NA
23e07851,TRUE,NA,NA
23e07871,TRUE,NA,NA
23e08023,TRUE,NA,NA
23e08025,TRUE,NA,NA
23e07646,TRUE,NA,NA
23e08046,TRUE,NA,NA
23f08160,TRUE,NA,NA
23f08329,TRUE,NA,NA
23g01899,TRUE,NA,NA
23g01394,TRUE,NA,NA
23g01419,TRUE,NA,NA
23g01421,TRUE,NA,NA
23e01302,FALSE,16.828268638035638,4600 erdman ave
23e01433,TRUE,NA,NA
23e01437,FALSE,71.33238864599456,300 mcmechen st
23e04035,FALSE,10.94193452977185,2500 jefferson st
23e09702,TRUE,NA,NA
23f01357,TRUE,NA,NA
23f01374,TRUE,NA,NA
23f01380,TRUE,NA,NA
23e05618,TRUE,NA,NA
23e05210,TRUE,NA,NA
23e05405,TRUE,NA,NA
23e05413,TRUE,NA,NA
23e05414,TRUE,NA,NA
23f10699,TRUE,NA,NA
23f08724,TRUE,NA,NA
23f08772,TRUE,NA,NA
23e04220,TRUE,NA,NA
23e04221,TRUE,NA,NA
23e04410,TRUE,NA,NA
23e04412,TRUE,NA,NA
23e04421,TRUE,NA,NA
23e06394,TRUE,NA,NA
23e06505,TRUE,NA,NA
23e06549,TRUE,NA,NA
23f01228,TRUE,NA,NA
23f01229,TRUE,NA,NA
23e04569,FALSE,1.5636611356996364,1600 waverly way
23e05608,TRUE,NA,NA
23e04397,TRUE,NA,NA
23f08559,TRUE,NA,NA
23f09039,FALSE,45.012328881349696,1400 andre st
23e05161,TRUE,NA,NA
23e05163,TRUE,NA,NA
23e04948,FALSE,14.35222919134925,700 whitelock st
23e02068,TRUE,NA,NA
23e02404,TRUE,NA,NA
23f08635,TRUE,NA,NA
23g02067,TRUE,NA,NA
23e02482,TRUE,NA,NA
23e02113,TRUE,NA,NA
23e02168,FALSE,21.87114448709496,2500 winchester st
23e03961,TRUE,NA,NA
23e03538,FALSE,2.9866967303295495,4800 stafford st
23e05003,TRUE,NA,NA
23e03186,TRUE,NA,NA
23e03253,TRUE,NA,NA
23g01716,TRUE,NA,NA
23g02072,TRUE,NA,NA
23g01747,FALSE,12.599272405844228,4200 erdman ave
23f00215,TRUE,NA,NA
23e10932,TRUE,NA,NA
23e10934,FALSE,18.382391307539702,2300 wichita ave
23f00298,TRUE,NA,NA
23e10061,TRUE,NA,NA
23e05808,TRUE,NA,NA
23e03202,TRUE,NA,NA
23e03985,TRUE,NA,NA
23e03563,TRUE,NA,NA
23e04399,TRUE,NA,NA
23g02094,TRUE,NA,NA
23g02332,TRUE,NA,NA
23g00184,TRUE,NA,NA
23e09656,TRUE,NA,NA
23e09660,TRUE,NA,NA
23e09673,TRUE,NA,NA
23e10304,FALSE,515.6560259310818,2400 fleetwood ave
23e09639,TRUE,NA,NA
23e09663,FALSE,162.4651742379075,300 e 29th st
23e05839,FALSE,3.409228110519199,700 exeter hall ave
23e02744,TRUE,NA,NA
23e07590,FALSE,222.95724800437011,2400 fleetwood ave
23e07591,TRUE,NA,NA
23e07248,TRUE,NA,NA
23e07610,TRUE,NA,NA
23e07613,TRUE,NA,NA
23e07196,TRUE,NA,NA
23f09792,TRUE,NA,NA
23e07377,TRUE,NA,NA
23e07637,TRUE,NA,NA
23e01889,TRUE,NA,NA
23e01627,FALSE,3.325570561950284,100 parkin st
23e07378,TRUE,NA,NA
23e02743,TRUE,NA,NA
23e02854,TRUE,NA,NA
23e02579,TRUE,NA,NA
23e03104,TRUE,NA,NA
23f07702,TRUE,NA,NA
23f07858,TRUE,NA,NA
23f07859,TRUE,NA,NA
23e07177,FALSE,10.837790379045352,200 stratford road
23e07185,TRUE,NA,NA
23e07187,TRUE,NA,NA
23e07333,FALSE,18.587585501603897,3500 hudson st
23e07102,TRUE,NA,NA
23f00857,TRUE,NA,NA
23e03624,TRUE,NA,NA
23e09355,TRUE,NA,NA
23e09359,TRUE,NA,NA
23e06120,TRUE,NA,NA
23e06229,TRUE,NA,NA
23e06240,TRUE,NA,NA
23e01523,TRUE,NA,NA
23e01123,TRUE,NA,NA
23f00429,TRUE,NA,NA
23d02880,TRUE,NA,NA
23d02630,TRUE,NA,NA
23f07860,TRUE,NA,NA
23f07861,TRUE,NA,NA
23f10180,TRUE,NA,NA
23f07958,TRUE,NA,NA
23f07962,TRUE,NA,NA
23f07963,TRUE,NA,NA
23f00803,TRUE,NA,NA
23f00804,TRUE,NA,NA
23f00806,TRUE,NA,NA
23f00807,TRUE,NA,NA
23f00795,TRUE,NA,NA
23f02193,TRUE,NA,NA
23e09977,TRUE,NA,NA
23e09422,TRUE,NA,NA
23e09350,TRUE,NA,NA
23e01461,FALSE,2.3055935782885846,1300 guilford ave
23e01472,TRUE,NA,NA
23e09999,FALSE,1622.5589750132933,2900 e oliver st
23e11147,TRUE,NA,NA
23f01166,TRUE,NA,NA
23e10264,FALSE,6.19778558494554,900 s potomac st
23e10266,TRUE,NA,NA
23f10215,FALSE,30.914375932795604,0 e 26th st
23f08048,TRUE,NA,NA
23f07995,TRUE,NA,NA
23f08013,TRUE,NA,NA
23f07448,TRUE,NA,NA
23e11041,TRUE,NA,NA
23e09530,TRUE,NA,NA
23e09544,TRUE,NA,NA
23e07163,TRUE,NA,NA
23e07391,FALSE,28.840987881858663,700 s dean st
23d02654,TRUE,NA,NA
23d02661,FALSE,2.2094366643038588,5000 sinclair lane
23e01638,TRUE,NA,NA
23e01914,FALSE,6.805569821721599,1800 penrose ave
23e01919,TRUE,NA,NA
23e05657,FALSE,15.971490615560104,1800 e northern pkwy
23e05660,TRUE,NA,NA
23e10275,TRUE,NA,NA
23e10257,TRUE,NA,NA
23e10293,TRUE,NA,NA
23e10045,TRUE,NA,NA
23g00026,TRUE,NA,NA
23g00417,TRUE,NA,NA
23g00419,TRUE,NA,NA
23g00429,TRUE,NA,NA
23g00436,TRUE,NA,NA
23g00442,FALSE,22.273327635980955,3300 guilford ave
23g00397,TRUE,NA,NA
23e09933,TRUE,NA,NA
23e09939,TRUE,NA,NA
23e09945,TRUE,NA,NA
23e09950,TRUE,NA,NA
23e05868,TRUE,NA,NA
23e05870,TRUE,NA,NA
23e05876,TRUE,NA,NA
23e08209,TRUE,NA,NA
23e08391,TRUE,NA,NA
23e06611,TRUE,NA,NA
23e06621,FALSE,3.363316939794953,2900 saint paul st
23e06415,TRUE,NA,NA
23e07683,TRUE,NA,NA
23e02160,TRUE,NA,NA
23e02661,FALSE,162.64756220855247,2600 fleet st
23e02595,TRUE,NA,NA
23e07636,TRUE,NA,NA
23e07946,FALSE,3.1967991913808773,5600 loch raven blvd
23e08197,TRUE,NA,NA
23e04716,TRUE,NA,NA
23e07502,TRUE,NA,NA
23e07504,TRUE,NA,NA
23e07589,FALSE,0,2400 hollins ferry road
23g00401,TRUE,NA,NA
23g00407,TRUE,NA,NA
23g00412,TRUE,NA,NA
23g00423,TRUE,NA,NA
23g00584,TRUE,NA,NA
23g00589,TRUE,NA,NA
23g00580,TRUE,NA,NA
23g00264,TRUE,NA,NA
23e02281,TRUE,NA,NA
23e02438,TRUE,NA,NA
23e01095,TRUE,NA,NA
23e04728,TRUE,NA,NA
23e05051,TRUE,NA,NA
23e05100,FALSE,0,4200 6th st
23e05630,TRUE,NA,NA
23e07313,TRUE,NA,NA
22h07094,TRUE,NA,NA
23c09684,TRUE,NA,NA
23g00453,TRUE,NA,NA
23g00468,TRUE,NA,NA
23f08766,TRUE,NA,NA
23f08712,TRUE,NA,NA
23f08326,TRUE,NA,NA
23d03053,TRUE,NA,NA
23e00826,TRUE,NA,NA
23f01578,TRUE,NA,NA
23f03810,TRUE,NA,NA
23f04438,TRUE,NA,NA
23f06510,FALSE,41.83943712665115,2000 e lafayette ave
23e06408,TRUE,NA,NA
23e06189,TRUE,NA,NA
23f01120,TRUE,NA,NA
23f02717,TRUE,NA,NA
23f01256,FALSE,20.79468709646908,200 e read st
23e08833,TRUE,NA,NA
23c09825,TRUE,NA,NA
23c09742,TRUE,NA,NA
23c09781,TRUE,NA,NA
23f01438,TRUE,NA,NA
23f01553,TRUE,NA,NA
23f01070,FALSE,24.02058707977614,6400 frankford ave
23f01250,FALSE,0,4200 6th st
23f01440,TRUE,NA,NA
23e04753,TRUE,NA,NA
23e04843,TRUE,NA,NA
23e04558,TRUE,NA,NA
23e10899,TRUE,NA,NA
23e10858,TRUE,NA,NA
23c09669,TRUE,NA,NA
23c09580,TRUE,NA,NA
23f09026,TRUE,NA,NA
23f08621,FALSE,5.318592225383361,3800 edmondson ave
23f08183,TRUE,NA,NA
23f08201,TRUE,NA,NA
23f09010,TRUE,NA,NA
23e11001,TRUE,NA,NA
23e11002,FALSE,41.963317284609,200 homewood terr
23e10494,TRUE,NA,NA
23e10506,TRUE,NA,NA
23e04265,TRUE,NA,NA
23e07827,FALSE,1621.011674831493,3700 toone st
23e01381,FALSE,65.18394450591825,700 e barney st
23e09752,TRUE,NA,NA
23d04300,TRUE,NA,NA
23f01450,TRUE,NA,NA
23f07190,TRUE,NA,NA
23f01233,TRUE,NA,NA
23f00402,TRUE,NA,NA
23e10705,TRUE,NA,NA
23e10532,TRUE,NA,NA
23f05513,TRUE,NA,NA
23f00854,TRUE,NA,NA
23f00865,TRUE,NA,NA
23f01165,FALSE,115.75279591788455,400 mosher st
23f01274,FALSE,365.59330623186565,900 n wheeler ave
23f01330,TRUE,NA,NA
23f08367,TRUE,NA,NA
23f08639,FALSE,100.3342270500378,1500 n calvert st
23f09062,TRUE,NA,NA
23e04972,TRUE,NA,NA
23e04984,TRUE,NA,NA
23e04989,TRUE,NA,NA
23e04769,TRUE,NA,NA
23e10405,TRUE,NA,NA
23d06000,TRUE,NA,NA
23d02932,TRUE,NA,NA
23b08593,FALSE,0.3594588179216379,2400 saint stephens st
23b08555,TRUE,NA,NA
23e09931,TRUE,NA,NA
23e08804,TRUE,NA,NA
23e08811,TRUE,NA,NA
23e09549,TRUE,NA,NA
23e09888,TRUE,NA,NA
23c08663,FALSE,0,300 north bend road
23d02343,TRUE,NA,NA
23b08428,TRUE,NA,NA
23b08598,FALSE,1.2115319274717968,900 saint dunstans road
23d07370,TRUE,NA,NA
23d07196,TRUE,NA,NA
23e08851,TRUE,NA,NA
23e08863,FALSE,25.109496346938922,200 e 24th st
23e08679,TRUE,NA,NA
23e08012,FALSE,21.943557759637727,4700 homesdale ave
23e09533,TRUE,NA,NA
23e09890,TRUE,NA,NA
23c08253,TRUE,NA,NA
23e09468,TRUE,NA,NA
23e09502,TRUE,NA,NA
23f00949,FALSE,17.907858179734806,4800 nelson ave
23f01162,TRUE,NA,NA
23f01171,TRUE,NA,NA
23c09101,TRUE,NA,NA
23c08616,TRUE,NA,NA
23c08371,TRUE,NA,NA
23c08126,TRUE,NA,NA
23c08380,TRUE,NA,NA
23d07473,TRUE,NA,NA
23d07484,TRUE,NA,NA
23d07160,TRUE,NA,NA
23d04946,FALSE,19.945623314805438,2800 e fairmount ave
23d05114,TRUE,NA,NA
23e08013,TRUE,NA,NA
23f00180,TRUE,NA,NA
23e09252,TRUE,NA,NA
23e09275,TRUE,NA,NA
23d02845,FALSE,98.48381932596413,3800 ravenwood ave
23d01928,TRUE,NA,NA
23d05154,TRUE,NA,NA
23d05001,TRUE,NA,NA
23f00179,TRUE,NA,NA
23f00065,FALSE,0,1000 e madison st
23f00221,FALSE,40.65814654458578,200 e chase st
23e10955,TRUE,NA,NA
23e10958,TRUE,NA,NA
23f00316,FALSE,162.4651742379075,300 e 29th st
23e08775,TRUE,NA,NA
23e07338,TRUE,NA,NA
23e07465,TRUE,NA,NA
23e06938,TRUE,NA,NA
23e07280,TRUE,NA,NA
23d05340,TRUE,NA,NA
23e00347,TRUE,NA,NA
23e00132,TRUE,NA,NA
23e00140,TRUE,NA,NA
23c08267,TRUE,NA,NA
23d07771,FALSE,469.2745596296202,5200 wright ave
23e11055,TRUE,NA,NA
23f00677,FALSE,0,3000 clifton park terr
23f00018,TRUE,NA,NA
23e09857,TRUE,NA,NA
23e09857,TRUE,NA,NA
23e07232,TRUE,NA,NA
23e06976,TRUE,NA,NA
23d08789,TRUE,NA,NA
23d05938,TRUE,NA,NA
23e09987,TRUE,NA,NA
23e07734,FALSE,0,4300 patterson ave
23e06972,TRUE,NA,NA
23e06986,FALSE,9.447584881627849,1100 s robinson st
23d03001,FALSE,47.15863682004881,300 e biddle st
23d02915,TRUE,NA,NA
23d09839,TRUE,NA,NA
23d09317,TRUE,NA,NA
23d08920,TRUE,NA,NA
23d08779,FALSE,59.935729867445076,1800 n warwick ave
23d04723,TRUE,NA,NA
23d04556,TRUE,NA,NA
23e10686,TRUE,NA,NA
23d03115,TRUE,NA,NA
23d02893,FALSE,120.5505102400951,5400 bowleys lane
23d04748,TRUE,NA,NA
23d04753,TRUE,NA,NA
23d05774,TRUE,NA,NA
23d02909,TRUE,NA,NA
23e10423,TRUE,NA,NA
23e10426,TRUE,NA,NA
23e10912,TRUE,NA,NA
23e11020,TRUE,NA,NA
23e10935,TRUE,NA,NA
23e11033,TRUE,NA,NA
23e10941,TRUE,NA,NA
23e10944,TRUE,NA,NA
23e10952,FALSE,3.0950809676603757,700 mount holly st
23d06226,TRUE,NA,NA
23d06026,TRUE,NA,NA
23e00696,TRUE,NA,NA
23e10639,TRUE,NA,NA
23e00361,TRUE,NA,NA
23d02478,TRUE,NA,NA
23d09584,TRUE,NA,NA
23e10198,TRUE,NA,NA
23e08787,FALSE,40.52504395537913,2200 walbrook ave
23f01037,TRUE,NA,NA
23f01178,TRUE,NA,NA
23f01574,TRUE,NA,NA
23f01041,TRUE,NA,NA
23f00996,TRUE,NA,NA
23f00744,TRUE,NA,NA
23e01489,TRUE,NA,NA
23e00417,TRUE,NA,NA
23e01303,FALSE,8.955993936250657,700 s east ave
23e10953,TRUE,NA,NA
23e10962,TRUE,NA,NA
23e10722,FALSE,1.8190420461201162,3600 parkview ave
22i02658,FALSE,2.8183418143544565,3400 round road
23e09546,TRUE,NA,NA
23d02317,TRUE,NA,NA
23d03163,TRUE,NA,NA
23b08690,TRUE,NA,NA
23b08364,TRUE,NA,NA
23b08646,TRUE,NA,NA
23b06652,FALSE,31.26482602904566,2800 grantley ave
23e09091,TRUE,NA,NA
23e07609,TRUE,NA,NA
23e07781,TRUE,NA,NA
23e08705,TRUE,NA,NA
23e08165,TRUE,NA,NA
23f06198,TRUE,NA,NA
23f06126,TRUE,NA,NA
23f06003,TRUE,NA,NA
23d00605,TRUE,NA,NA
23d01408,TRUE,NA,NA
23d01702,TRUE,NA,NA
23e07991,TRUE,NA,NA
23e07958,TRUE,NA,NA
23e07540,TRUE,NA,NA
23f06289,FALSE,0,1100 horners lane
23f06289,FALSE,0,1100 horners lane
23f08383,FALSE,5.661649110878536,2200 essex st
23c08293,TRUE,NA,NA
23c08430,TRUE,NA,NA
23c08298,FALSE,83.06515078254797,3200 dillon st
23c08299,FALSE,5.834151365689791,2300 ashland ave
23c08303,TRUE,NA,NA
23d04548,TRUE,NA,NA
23d04408,TRUE,NA,NA
23d04467,TRUE,NA,NA
23d04787,TRUE,NA,NA
23d01392,FALSE,24.389020433720834,1000 ellicott driveway
23d01712,TRUE,NA,NA
23e07555,TRUE,NA,NA
23f00473,TRUE,NA,NA
23g01235,FALSE,22.273327635980955,3300 guilford ave
23f03924,TRUE,NA,NA
23g00854,TRUE,NA,NA
23g01463,TRUE,NA,NA
23c08598,TRUE,NA,NA
23d02623,TRUE,NA,NA
23d00398,TRUE,NA,NA
23d00146,TRUE,NA,NA
23e00277,TRUE,NA,NA
23e00157,TRUE,NA,NA
23e00173,TRUE,NA,NA
23e10545,TRUE,NA,NA
23e09916,TRUE,NA,NA
23e09922,TRUE,NA,NA
23e09926,TRUE,NA,NA
23e09935,TRUE,NA,NA
23e09947,TRUE,NA,NA
23e09948,FALSE,6.94079578107365,200 e mount royal ave
23e09885,TRUE,NA,NA
23e09886,TRUE,NA,NA
23e09887,TRUE,NA,NA
23d01711,TRUE,NA,NA
23d08903,TRUE,NA,NA
23g00644,TRUE,NA,NA
23g00903,FALSE,102.77479780427285,0 s calvert st
23g00940,TRUE,NA,NA
23g01397,TRUE,NA,NA
23g00751,TRUE,NA,NA
23g00710,TRUE,NA,NA
23g00715,FALSE,0,7000 laurelton ave
23e07250,FALSE,116.48075018942272,100 w 23rd st
23e07269,TRUE,NA,NA
23d00169,TRUE,NA,NA
23d00318,FALSE,64.2678865897752,500 doswell ave
23d00379,TRUE,NA,NA
23d00382,TRUE,NA,NA
23d00391,TRUE,NA,NA
23d00395,TRUE,NA,NA
23e00422,TRUE,NA,NA
23d08101,TRUE,NA,NA
23e09908,FALSE,12.628664831757208,4900 windsor mill road
23e09909,TRUE,NA,NA
23e09797,TRUE,NA,NA
23e09798,TRUE,NA,NA
23e09745,TRUE,NA,NA
23g00720,TRUE,NA,NA
23g00729,TRUE,NA,NA
23g00526,TRUE,NA,NA
23g00628,TRUE,NA,NA
23e07395,TRUE,NA,NA
23e07264,TRUE,NA,NA
23f01299,TRUE,NA,NA
23f00860,TRUE,NA,NA
23d03003,TRUE,NA,NA
23d08563,TRUE,NA,NA
23d06902,TRUE,NA,NA
23d06921,TRUE,NA,NA
23d06922,TRUE,NA,NA
23e08355,TRUE,NA,NA
23d04231,TRUE,NA,NA
23d04336,TRUE,NA,NA
23f07232,TRUE,NA,NA
23d03177,TRUE,NA,NA
23d03180,TRUE,NA,NA
23d03311,TRUE,NA,NA
23f04165,FALSE,38.53171493590797,100 e 24th st
23f04202,TRUE,NA,NA
23f03902,TRUE,NA,NA
23f03903,TRUE,NA,NA
23f03907,TRUE,NA,NA
23f03886,TRUE,NA,NA
23f03916,TRUE,NA,NA
23d01532,FALSE,0,7000 laurelton ave
23d01379,FALSE,9.60299669204228,100 park ave
23d07043,TRUE,NA,NA
23d06817,FALSE,3.8577651503862365,800 saint paul st
23d06899,TRUE,NA,NA
23d04312,TRUE,NA,NA
23f03938,TRUE,NA,NA
23f02520,TRUE,NA,NA
23f02554,TRUE,NA,NA
23d01741,FALSE,21.47583866761437,400 robert st
23d09709,FALSE,19.049046073673225,200 e federal st
23e05527,TRUE,NA,NA
23d09917,FALSE,42.348212791991024,100 w lafayette ave
23d04482,TRUE,NA,NA
23f01145,TRUE,NA,NA
23f01153,TRUE,NA,NA
23f00888,TRUE,NA,NA
23f00892,TRUE,NA,NA
23e10470,TRUE,NA,NA
23e10511,TRUE,NA,NA
23e10766,TRUE,NA,NA
23e10931,TRUE,NA,NA
23d07213,TRUE,NA,NA
23d07224,TRUE,NA,NA
23d07227,TRUE,NA,NA
23d07065,TRUE,NA,NA
23f02807,TRUE,NA,NA
23f03906,TRUE,NA,NA
23f04123,TRUE,NA,NA
23e00801,TRUE,NA,NA
23d09923,FALSE,91.2971354336398,4300 parkton st
23d09565,TRUE,NA,NA
23d07942,FALSE,0,100 welcome al
23d07869,TRUE,NA,NA
23e09053,FALSE,13.314729791241886,300 n pulaski st
23e10624,TRUE,NA,NA
23d00040,TRUE,NA,NA
23e10386,TRUE,NA,NA
23e10810,TRUE,NA,NA
23e10519,FALSE,0,1100 horners lane
23f03714,FALSE,5.151940105466414,4100 duane ave
23f03708,TRUE,NA,NA
23f03679,TRUE,NA,NA
23f03679,TRUE,NA,NA
23d09170,TRUE,NA,NA
23d07728,TRUE,NA,NA
23d08539,TRUE,NA,NA
23d07744,FALSE,5.016006869915627,300 e 28th st
23e08629,FALSE,3.6532665808981775,5500 winner ave
23d00496,TRUE,NA,NA
23d00832,TRUE,NA,NA
23d00421,TRUE,NA,NA
23f03418,FALSE,45.28570123634071,1300 kitmore road
23f02256,TRUE,NA,NA
23c09108,TRUE,NA,NA
23b06484,TRUE,NA,NA
23b06501,TRUE,NA,NA
23e09208,FALSE,0,3100 clarks lane
23f00454,TRUE,NA,NA
23f00040,TRUE,NA,NA
23d00076,TRUE,NA,NA
23d00712,TRUE,NA,NA
23f04993,TRUE,NA,NA
23f05002,TRUE,NA,NA
23f06224,TRUE,NA,NA
23f05014,TRUE,NA,NA
23f05032,TRUE,NA,NA
23c08994,TRUE,NA,NA
23e08776,TRUE,NA,NA
23e08958,TRUE,NA,NA
23e08801,TRUE,NA,NA
23e08802,TRUE,NA,NA
23e08803,TRUE,NA,NA
23e08974,TRUE,NA,NA
23e09001,TRUE,NA,NA
23f00059,TRUE,NA,NA
23f00158,TRUE,NA,NA
23d00064,TRUE,NA,NA
23d00066,TRUE,NA,NA
23d00077,TRUE,NA,NA
23e10520,TRUE,NA,NA
23e08676,TRUE,NA,NA
23f02557,TRUE,NA,NA
23f05089,TRUE,NA,NA
23f05360,TRUE,NA,NA
23f05397,TRUE,NA,NA
23f05065,TRUE,NA,NA
23f05438,TRUE,NA,NA
23f05242,TRUE,NA,NA
23f07709,TRUE,NA,NA
23e10281,TRUE,NA,NA
23e09801,TRUE,NA,NA
23b04880,TRUE,NA,NA
23e00324,TRUE,NA,NA
23c09979,TRUE,NA,NA
23c10162,TRUE,NA,NA
23f06032,TRUE,NA,NA
23f10572,FALSE,0,2500 saint paul st
23f10554,TRUE,NA,NA
23f09844,TRUE,NA,NA
23c09015,TRUE,NA,NA
23c08991,TRUE,NA,NA
23c09007,TRUE,NA,NA
23e08402,TRUE,NA,NA
23e08698,TRUE,NA,NA
23e09691,FALSE,0,1000 cherry hill road
23e07972,TRUE,NA,NA
23e00240,TRUE,NA,NA
23d02984,FALSE,16.703490141277737,0 n curley st
23d01027,TRUE,NA,NA
23d04495,FALSE,83.06515078254797,3200 dillon st
23d04316,TRUE,NA,NA
23f09749,TRUE,NA,NA
23f10009,FALSE,77.33352252685948,1400 boyle st
23c09009,TRUE,NA,NA
23c09010,TRUE,NA,NA
23c09011,TRUE,NA,NA
23c08987,TRUE,NA,NA
23d08698,TRUE,NA,NA
23d08466,TRUE,NA,NA
23d01168,FALSE,214.50684050628982,5400 leith road
23d01435,TRUE,NA,NA
23d09657,TRUE,NA,NA
23d09486,TRUE,NA,NA
23d09844,TRUE,NA,NA
23f10118,TRUE,NA,NA
23f10123,TRUE,NA,NA
23f10124,TRUE,NA,NA
23f10126,TRUE,NA,NA
23f10135,FALSE,36.88398320080542,100 w centre st
23f10254,TRUE,NA,NA
23f09689,FALSE,6.03291986810085,900 s lakewood ave
23f10149,TRUE,NA,NA
23f02813,TRUE,NA,NA
23c09056,TRUE,NA,NA
